u,v,length
42443549,593854257,19.109
42443556,42445920,155.724
42443556,42454428,78.37899999999999
42443561,42435671,273.73699999999997
42443561,42445011,79.31
42443563,42443561,273.875
42443563,42432706,79.63199999999999
42443570,62915509,19.48
42443570,42453548,84.702
42443574,42439927,238.04
42443574,42449127,89.125
42443582,42432974,108.684
42443582,42448674,85.298
42443582,42434338,79.122
42443588,42428402,143.272
42443588,42430540,71.779
42443612,42432825,86.147
42443612,596775951,146.595
42443613,42443614,148.57399999999998
42443613,42432834,84.91900000000001
42443614,42443615,150.04899999999998
42443614,4862610026,78.18499999999999
42443615,6680686184,11.023
42443615,42432856,85.41
42443618,2711029280,85.615
42443618,42440567,216.22699999999998
42443621,42440567,43.085
42443658,42442618,132.21200000000002
42443658,42444854,78.27000000000001
42443658,42438291,80.15799999999999
42443659,561035359,233.694
42443659,42438295,86.03199999999998
42443666,42429521,85.042
42443666,42433712,91.83500000000001
42443671,42427369,74.903
42443671,42430265,309.037
42443674,42443676,269.67100000000005
42443674,42427386,74.212
42443676,42434285,79.629
42443677,42443676,253.161
42443677,246579597,37.944
42443680,42445899,153.898
42443680,42451674,78.87100000000001
42443799,42442851,163.316
42443807,42443810,80.16300000000001
42443807,3639382769,72.07900000000001
42443810,42434077,80.83000000000001
42443810,42443807,80.16300000000001
42443810,42444043,86.44800000000001
42443811,42434077,77.999
42443811,42445924,87.026
42443817,596776594,143.458
42443817,42446169,79.717
42443818,42443819,143.072
42443818,42456162,80.50500000000001
42443819,42443821,154.379
42443819,42435230,78.48100000000001
42443821,42443092,216.47
42443821,42450080,81.172
42443824,3931519753,14.468
42443824,42443826,215.857
42443826,42438090,592.0040000000001
42443826,42435240,81.77100000000002
42443844,1272562931,81.089
42443844,2821304143,14.401
42443928,42440449,272.88599999999997
42443928,42444129,170.961
42443928,42436563,122.822
42443950,42452973,77.94
42443950,42430314,310.77500000000003
42443975,9421943093,156.975
42443975,42433644,77.83399999999999
42444028,42449139,93.62400000000001
42444028,42449127,85.913
42444043,42434074,79.74300000000001
42444043,42432693,156.085
42444049,42443810,224.47500000000005
42444049,42446977,79.421
42444051,42444049,153.83
42444051,42434087,79.769
42444055,42442947,230.19500000000002
42444055,42434092,78.511
42444060,42442734,140.58300000000003
42444060,42433066,134.14000000000001
42444060,42428082,88.66399999999999
42444060,42454368,72.951
42444069,42428090,88.186
42444069,42449639,73.323
42444069,42429029,73.85499999999999
42444069,42433066,118.83299999999998
42444081,42430951,61.869
42444081,42429029,85.83099999999999
42444097,42428124,85.862
42444097,42427190,85.516
42444108,278609760,46.812
42444108,205025778,33.926
42444108,1538237325,110.12599999999999
42444116,42444123,175.053
42444116,588455857,163.69899999999998
42444116,42452556,64.788
42444123,42444129,17.592
42444123,42444116,175.05299999999997
42444129,42443928,170.96099999999998
42444129,42437481,125.373
42444129,42444123,17.592
42444223,42421951,77.972
42444223,42444230,83.97
42444230,42444223,83.97
42444230,42444242,169.944
42444242,42452708,90.709
42444242,42427256,30.226
42444242,42444230,169.94400000000002
42444267,42457735,107.24699999999999
42444271,42433229,118.24600000000001
42444271,42440270,87.69
42444277,42444282,26.1
42444277,42437749,109.477
42444277,3884569931,104.08999999999999
42444282,42444277,26.1
42444353,42444479,50.782000000000004
42444353,279151954,103.16499999999999
42444355,42444353,119.91699999999999
42444360,42444355,33.589
42444414,42453902,60.842
42444414,42442107,13.790000000000001
42444424,6262915548,79.89999999999999
42444424,42454798,91.41199999999999
42444424,42434418,48.816
42444452,42453246,302.946
42444452,42438702,86.162
42444452,42444453,156.381
42444453,42444452,156.38099999999997
42444453,596776654,140.686
42444453,42434122,84.678
42444456,596776654,28.454
42444456,42444457,140.986
42444456,589928028,85.201
42444457,42438772,85.581
42444457,42444458,153.825
42444457,42444456,140.98600000000002
42444458,42434131,86.834
42444458,42443116,216.62599999999998
42444458,42444457,153.825
42444479,42444353,50.782
42444479,42444480,107.257
42444479,588546891,103.679
42444480,42444355,53.627
42444480,11002109566,129.572
42444485,42444487,154.497
42444485,42452809,79.07
42444487,596776173,145.535
42444487,42434166,80.033
42444491,42444495,147.42
42444491,42434168,80.35499999999999
42444495,42444500,153.17000000000002
42444495,4163883691,79.861
42444500,42443052,218.29899999999998
42444500,42434172,78.885
42444506,42434179,78.73200000000001
42444581,42425417,1139.28
42444581,373778409,211.596
42444809,42444810,154.797
42444809,42436537,78.662
42444810,42446066,81.203
42444810,596776156,145.7
42444812,42456578,80.89
42444812,42444814,147.541
42444814,42436544,79.55699999999999
42444814,42444817,154.937
42444817,42443044,215.45
42444817,42450035,80.999
42444820,42456076,81.448
42444820,42428047,215.85200000000003
42444827,42444829,214.373
42444827,42434205,73.59100000000001
42444829,42444832,223.40099999999998
42444829,42434215,73.682
42444829,42453175,77.756
42444832,42444833,227.655
42444832,42434226,73.713
42444832,42453177,77.741
42444833,42434233,73.452
42444833,42444835,229.605
42444833,42453158,77.986
42444835,42434237,73.40599999999999
42444835,42453160,78.125
42444835,42444837,203.81800000000004
42444837,42451712,173.186
42444837,42444835,203.81799999999998
42444854,42442621,131.171
42444854,42434259,86.33600000000001
42444854,42443658,78.27000000000001
42444873,42444880,85.462
42444873,42454551,139.08599999999998
42444873,42454553,176.385
42444880,42444873,85.462
42444880,42429703,120.291
42444880,42446231,177.93800000000002
42444880,42446228,135.49699999999999
42444884,42429703,82.764
42444884,42427504,77.69
42444884,42429255,151.794
42444909,42435599,277.178
42444909,4557517552,20.853
42444916,42454381,269.999
42444916,42429663,73.791
42444928,42427477,77.011
42444928,42453630,270.501
42444933,42444928,79.907
42444933,42435632,277.375
42444954,4557517549,157.572
42444954,427845226,163.542
42444960,42437663,83.92
42444960,7037071175,117.793
42444964,42444960,78.59
42444964,42435646,275.654
42444985,42423885,273.63699999999994
42444985,42433625,79.056
42444991,42435657,274.976
42444991,42444985,78.36200000000001
42445001,42434434,126.76200000000001
42445001,42444991,87.414
42445011,42454433,273.88
42445011,42437368,85.999
42445018,42432703,80.16699999999999
42445018,42435675,273.77599999999995
42445020,42452365,273.775
42445020,42445018,78.56899999999999
42445025,42454042,273.651
42445025,42440163,79.03299999999999
42445027,42445025,81.35
42445027,42435702,272.92
42445033,42435707,274.871
42445033,1815133244,79.434
42445037,42435714,274.30600000000004
42445037,42431560,85.02699999999999
42445037,42455643,274.152
42445039,42435716,275.035
42445039,42445037,86.65299999999999
42445046,42445561,64.55199999999999
42445046,42451736,178.559
42445046,42435412,78.24
42445051,42445562,57.327
42445051,42445054,78.709
42445051,42435412,80.236
42445051,42455493,180.843
42445054,42446797,176.62800000000001
42445054,42445563,76.85000000000001
42445054,42440499,79.63600000000001
42445054,42445051,78.709
42445171,42440873,100.91200000000002
42445171,42436073,68.03999999999999
42445174,9611529611,103.622
42445174,42445171,86.60199999999999
42445183,596776578,144.921
42445183,42446171,79.58800000000001
42445185,42445189,142.57
42445185,42452330,80.05799999999999
42445189,42445196,154.942
42445189,42447206,80.237
42445196,42443099,216.214
42445196,42450083,80.288
42445215,3099327957,15.165
42445215,42453236,79.55799999999999
42445219,42447336,79.845
42445219,42429744,78.96
42445219,42440131,133.427
42445225,42429680,80.897
42445227,42436477,86.117
42445227,42445225,154.463
42445230,596776021,19.795
42445230,42436481,85.651
42445232,42445230,144.96
42445232,42429688,80.96199999999999
42445236,42445232,153.906
42445236,42436486,85.625
42445247,42443009,230.60000000000002
42445247,42436492,85.19200000000001
42445256,596776231,143.404
42445256,42438963,156.914
42445258,42458960,78.442
42445259,42447174,79.39399999999999
42445259,42445258,142.703
42445263,42433377,132.053
42445263,42443058,230.24699999999999
42445263,42456091,81.75300000000001
42445286,42429633,84.763
42445286,42446849,82.587
42445291,42431630,175.46199999999996
42445291,42429633,167.792
42445291,42446814,121.21
42445310,42434821,80.087
42445310,358447541,173.517
42445314,42434827,78.661
42445314,42430597,211.887
42445356,42445357,128.748
42445356,42430550,74.21700000000001
42445357,42431614,65.24000000000001
42445357,42436322,34.144
42445365,42437644,153.601
42445365,561042190,146.13299999999998
42445365,42434948,83.92699999999999
42445374,42446935,83.75900000000001
42445374,42445378,154.723
42445374,3786901743,148.14600000000002
42445378,42445374,154.72299999999998
42445378,42434959,83.975
42445378,42445382,75.6
42445382,5131026388,139.48
42445382,42445378,75.6
42445387,42434969,84.681
42445387,42445390,163.44799999999998
42445387,5131026388,66.08200000000001
42445390,42445392,138.782
42445390,42434974,84.05
42445390,42445387,163.44799999999998
42445392,4412043541,16.961
42445392,406048768,84.862
42445392,42445390,138.78199999999998
42445404,4597668033,150.678
42445404,42445896,77.509
42445409,8482948064,150.65800000000002
42445409,42456568,77.655
42445413,42442902,215.53699999999998
42445413,42449926,77.75599999999999
42445417,42453187,230.724
42445417,4274141356,212.67600000000002
42445426,42435403,296.343
42445426,42435400,77.73000000000002
42445466,42430535,164.767
42445466,42427300,91.487
42445466,42428411,148.128
42445474,42445466,78.12200000000001
42445474,5706569905,143.469
42445479,42445474,72.173
42445481,42445479,77.714
42445481,42428425,148.911
42445484,42445481,85.42299999999999
42445484,42427311,69.515
42445489,42439580,116.95700000000001
42445489,42427324,52.657
42445498,1918039897,176.58599999999996
42445498,42458267,45.54500000000001
42445511,1692433916,101.813
42445511,42457319,45.138999999999996
42445520,42437618,200.42800000000003
42445520,42431165,84.12899999999999
42445534,1773084402,160.014
42445534,42439236,265.383
42445543,42445548,75.10499999999999
42445543,42439249,37.582
42445548,42428476,123.67699999999999
42445548,595407648,47.406
42445558,42445548,14.898
42445558,595407648,50.516999999999996
42445561,42445046,64.552
42445562,42445051,57.327
42445563,42445054,76.85000000000001
42445574,4616536351,85.851
42445574,42436359,150.54299999999998
42445574,42442286,85.49
42445585,42427834,78.432
42445585,7732243573,77.797
42445587,3099327951,14.435
42445587,42445585,303.406
42445587,42435957,78.84
42445603,42437580,88.745
42445603,1775260897,69.032
42445603,42452067,142.10700000000003
42445606,42432250,72.495
42445606,42452056,143.512
42445612,42440810,109.348
42445612,42427319,62.377
42445617,42452084,137.586
42445617,42440785,134.02599999999998
42445620,42452076,140.587
42445620,42440682,68.275
42445630,42435544,174.325
42445630,4375208206,74.86699999999999
42445630,7499263656,28.34
42445634,42445635,122.011
42445634,42452495,177.1
42445634,1764400304,130.424
42445635,42427863,121.867
42445635,42445634,122.011
42445635,42446604,176.55
42445635,42432789,209.69500000000002
42445637,42453349,176.31400000000002
42445637,42445640,78.494
42445637,42429217,98.416
42445640,42455509,176.712
42445640,42457282,59.243
42445640,42445637,78.494
42445644,9563435886,30.794
42445644,42439065,42.624
42445644,1764424345,216.66899999999998
42445649,42430320,309.787
42445649,42433604,78.863
42445651,42445914,78.881
42445651,42445649,154.155
42445653,561042195,18.236
42445653,561042197,45.781
42445656,42445653,148.067
42445656,42446945,78.483
42445661,42445656,153.28
42445661,11337295601,78.982
42445664,11337295598,78.991
42445664,42445661,83.626
42445666,42454006,80.267
42445666,42442933,82.247
42445667,42445666,146.948
42445667,42453011,78.31599999999999
42445672,42436283,88.857
42445672,42442738,425.08000000000004
42445675,42442755,138.77999999999997
42445675,42436288,86.73100000000001
42445675,42454102,87.02600000000001
42445680,42433077,118.40599999999999
42445680,42436293,86.787
42445680,42449644,87.048
42445689,42442384,110.332
42445689,42429072,84.929
42445689,42454240,135.916
42445700,42445702,72.346
42445700,42453773,30.298000000000002
42445702,42436336,150.213
42445702,42453038,80.738
42445731,42445733,153.863
42445731,42454189,79.156
42445733,596776103,145.59300000000002
42445733,42436539,79.341
42445736,42445738,147.741
42445736,42436541,79.938
42445738,42445740,154.86499999999998
42445738,42447136,80.16499999999999
42445740,42443042,215.818
42445740,42436546,79.25999999999999
42445748,42428043,216.762
42445748,42436551,81.41
42445757,42436556,80.87000000000002
42445757,42451773,80.166
42445766,42445769,78.72399999999999
42445766,42449341,80.927
42445769,11027912161,17.87
42445769,246580982,89.85999999999999
42445773,42427877,27.281
42445773,42437926,130.848
42445773,42449593,77.627
42445804,42459636,19.461
42445804,42442939,170.312
42445817,596775808,25.017
42445817,42436641,81.15899999999999
42445823,42445817,142.59900000000002
42445823,42447182,86.501
42445840,42450456,86.46900000000001
42445843,42445840,153.89800000000002
42445843,42436640,79.997
42445867,42436575,84.041
42445867,4597668041,152.012
42445867,42428201,110.96300000000002
42445879,42429876,77.976
42445885,42434800,154.31300000000002
42445885,42445888,77.95899999999999
42445888,42436746,79.54400000000001
42445888,4597668030,151.17000000000002
42445896,42451674,153.97199999999998
42445896,42445899,79.212
42445899,4597668020,151.02
42445899,42445903,78.49300000000001
42445903,42446701,153.82999999999998
42445903,42445365,84.76599999999999
42445908,561042193,147.45100000000002
42445908,42445909,77.776
42445909,42445910,78.43099999999998
42445909,42443950,154.70899999999997
42445910,42445651,78.897
42445910,561042194,146.823
42445914,561042198,145.613
42445914,42432438,77.766
42445916,11337295604,312.211
42445916,42437358,153.30300000000003
42445916,42445917,86.406
42445917,42454428,155.648
42445917,42445920,77.839
42445920,42443807,86.595
42445920,42444043,80.744
42445924,42445926,78.452
42445924,42452353,153.60600000000002
42445926,596775882,146.328
42445926,42438881,80.424
42445928,42440453,79.991
42445928,596775870,146.135
42445930,596775914,146.405
42445930,42436701,78.628
42445936,42445941,79.656
42445936,596775919,146.469
42445941,42440951,155.61300000000003
42445941,42443612,78.473
42445947,596775941,146.091
42445947,42445950,78.06400000000001
42445950,596775946,146.424
42445950,42445953,82.25
42445953,4347534783,155.00199999999998
42445953,42436511,77.613
42445961,596775985,145.36700000000002
42445961,42429971,79.44800000000001
42445972,596776032,145.751
42445972,42445976,78.382
42445976,42437425,79.503
42445976,42447228,155.191
42445994,42429682,79.404
42445994,42455693,154.107
42446013,596776041,147.22500000000002
42446013,42446016,81.518
42446016,42446455,152.415
42446016,42436913,79.042
42446021,42438487,85.55300000000001
42446021,42440397,152.193
42446021,596776089,147.327
42446026,42452951,154.047
42446026,42439392,80.873
42446031,42448203,153.953
42446031,42435499,80.83699999999999
42446036,42449187,154.187
42446036,42429324,87.633
42446041,42454189,155.073
42446041,42445733,79.89999999999999
42446066,42456575,154.67000000000002
42446066,42446070,78.306
42446070,596776177,145.685
42446070,42446072,80.166
42446072,42444487,79.482
42446072,42452809,154.655
42446086,42446093,85.268
42446086,596776260,143.793
42446086,42443268,154.268
42446093,42446099,79.86
42446093,42443264,154.135
42446099,596776166,142.81500000000003
42446099,42445256,82.56099999999999
42446132,42456708,154.013
42446132,42446138,86.772
42446138,7076060066,143.33999999999997
42446138,42450456,154.251
42446138,42445843,84.90599999999999
42446147,42456711,153.986
42446147,42434377,78.48299999999999
42446152,42446155,81.74499999999999
42446152,42446721,156.56000000000003
42446155,596776546,142.638
42446155,42435388,234.724
42446161,42437174,156.36200000000002
42446161,42446164,86.558
42446161,596776497,141.611
42446164,42449828,155.12099999999998
42446164,42439486,79.61
42446169,42445183,80.464
42446171,42438704,80.038
42446177,42436724,154.728
42446177,42446182,78.07900000000001
42446182,589928040,143.301
42446182,2799368116,80.578
42446184,589928038,143.579
42446184,42446187,79.2
42446187,42438235,154.90900000000002
42446187,42446190,82.622
42446190,42429530,155.692
42446190,7616585434,168.454
42446190,589927991,142.551
42446203,3099327972,14.426
42446203,42436726,79.191
42446218,561035344,108.72
42446218,42453717,87.03999999999999
42446218,42442592,193.657
42446228,42444880,135.49699999999999
42446231,42429244,42.403999999999996
42446231,42444880,177.93800000000002
42446231,42429704,119.96300000000001
42446231,42454553,85.484
42446245,3670609093,53.055
42446266,42436748,79.47899999999998
42446266,42446270,150.453
42446270,42446275,154.78699999999998
42446270,42446932,78.70599999999999
42446275,42436753,78.91599999999998
42446275,42442898,212.97500000000002
42446293,42429910,257.283
42446293,1632878994,17.762
42446331,42433057,133.888
42446331,42436807,85.735
42446331,42454611,81.978
42446337,42436812,85.87299999999999
42446337,42449627,81.509
42446353,42440452,79.106
42446353,42445930,155.352
42446363,42449550,76.239
42446363,42445027,272.81
42446386,11017186435,19.825
42446386,11017186436,80.44999999999999
42446398,370893397,14.04
42446398,42457401,33.197
42446424,42425100,61.128
42446455,42454679,81.49
42446461,596776052,17.269
42446461,42436914,79.131
42446466,42446461,147.677
42446466,42447084,81.285
42446472,42446466,154.031
42446472,42436919,79.21800000000002
42446478,42443024,230.62400000000002
42446478,42436922,79.038
42446488,42445914,154.155
42446488,42445649,79.105
42446504,42424789,154.12
42446504,42455751,81.057
42446506,42423832,85.84700000000001
42446506,42446504,113.347
42446521,42428489,161.826
42446521,42436935,81.24799999999999
42446528,42446533,181.053
42446528,42436939,86.683
42446533,42442870,216.066
42446533,42436941,81.338
42446533,42449886,81.03500000000001
42446547,42446552,213.24999999999997
42446547,42436943,80.956
42446552,42446562,224.32899999999998
42446552,42436944,81.222
42446552,42454997,81.239
42446562,42446571,228.492
42446562,42436947,81.11599999999999
42446562,42455007,81.29
42446571,42436957,83.8
42446571,42455013,78.591
42446584,42421828,255.13899999999998
42446584,3624790934,81.735
42446584,42430942,156.38
42446604,42431252,176.673
42446604,42445635,176.55
42446604,42452495,122.58900000000001
42446604,42427867,122.114
42446609,42455705,66.724
42446609,42431257,74.207
42446609,42431252,79.536
42446622,42428368,90.344
42446622,42456888,157.136
42446632,42436181,71.17099999999999
42446632,9181525951,169.275
42446640,42452314,118.917
42446640,42446632,77.02199999999999
42446668,6636032331,138.255
42446668,42437670,85.23800000000001
42446701,42430298,308.21400000000006
42446701,42443680,78.96100000000001
42446721,42446723,302.267
42446721,42432352,48.453
42446723,3099326116,14.438
42446723,42437204,79.90599999999999
42446728,42435743,266.187
42446728,42433743,76.92800000000001
42446733,42437218,78.94
42446733,5838916777,88.296
42446772,3099327937,13.657
42446772,42437177,87.396
42446775,42435761,266.252
42446775,42448506,79.737
42446778,42437188,85.125
42446778,42447317,79.886
42446778,7732243546,89.464
42446797,1764626357,9.77
42446797,42445054,176.62800000000001
42446797,42455493,72.917
42446800,42446825,143.103
42446800,42429630,19.433999999999997
42446814,42446825,24.35
42446814,42446800,143.02800000000002
42446814,42445291,121.21000000000001
42446825,42446814,24.35
42446825,42431629,79.855
42446825,246858449,106.463
42446849,42429595,58.289
42446849,373880031,260.598
42446875,42434355,154.58799999999997
42446875,42437283,74.62899999999999
42446875,42449890,74.221
42446879,42446875,138.976
42446885,42442877,76.89000000000001
42446889,42446885,153.709
42446889,42437289,72.281
42446902,42429700,72.331
42446919,42449163,46.596
42446919,42439718,72.019
42446925,42440325,84.701
42446925,42448701,154.654
42446925,42448693,149.641
42446932,42454522,150.469
42446932,42429890,78.49700000000001
42446933,42456568,150.735
42446933,8482948064,77.688
42446934,42449314,153.298
42446934,42446933,78.894
42446935,42446934,78.814
42446935,3786901738,149.776
42446941,42449932,153.184
42446941,42434954,77.477
42446942,42449683,147.811
42446942,42446941,78.37599999999999
42446945,42449938,153.148
42446945,42446942,78.978
42446949,11337295601,153.031
42446949,42445656,78.95200000000001
42446971,11337295604,86.848
42446977,42449948,153.37300000000002
42446977,42446971,78.684
42446986,42434085,78.791
42446986,100522728,148.679
42446987,42448813,152.486
42446987,42446986,79.11200000000001
42446991,42449956,153.498
42446991,42438889,79.777
42446994,42440459,80.498
42446994,42449961,153.423
42446998,42449963,153.14
42446998,42436705,79.361
42447007,42449971,154.05500000000004
42447007,42432847,86.31800000000001
42447009,4288677093,153.802
42447009,42447007,78.715
42447020,6177439750,147.663
42447020,42447009,81.69600000000001
42447030,42449982,154.723
42447030,42436516,79.66699999999999
42447060,42449985,155.04399999999998
42447060,42431654,79.568
42447069,42447230,147.871
42447069,42447060,79.42699999999999
42447076,42455694,147.891
42447076,42431678,79.344
42447084,42450009,154.87800000000001
42447084,42430060,80.869
42447105,42436917,87.31400000000001
42447105,42450015,154.681
42447105,42459137,147.804
42447115,42452954,147.657
42447115,42438498,80.61600000000001
42447126,42448216,147.387
42447126,42439399,80.951
42447132,42458766,147.65
42447132,42435509,80.48299999999999
42447136,42454192,147.641
42447136,42429334,84.881
42447144,42456578,147.81099999999998
42447144,42444814,81.041
42447149,42448735,155.328
42447149,42447144,78.178
42447166,42450044,154.375
42447166,42434169,86.36200000000001
42447166,42457660,145.71
42447169,42449005,143.582
42447169,42447166,85.628
42447174,42450048,153.802
42447174,42447169,80.403
42447176,42450052,154.53300000000002
42447176,42445259,79.361
42447179,42436619,80.054
42447179,42459041,142.854
42447182,42450460,143.035
42447182,42447179,85.37100000000001
42447182,42450057,155.243
42447187,42459180,142.969
42447187,42436644,79.28
42447192,42434384,81.476
42447192,42458112,142.484
42447196,42447192,80.169
42447196,42449422,155.163
42447199,42458342,142.548
42447199,42450071,155.052
42447199,42435395,86.97399999999999
42447201,42449833,142.813
42447201,42447199,85.846
42447206,42456162,142.774
42447206,42443819,80.542
42447207,42452330,142.72199999999998
42447207,42445189,79.446
42447208,42434129,79.31700000000001
42447209,3786741452,133.31
42447209,42447208,78.41799999999999
42447210,42424757,79.16
42447228,42457788,217.96300000000002
42447228,42455662,79.42500000000001
42447230,596775979,17.327
42447230,42437428,79.61099999999999
42447235,42447069,154.53199999999998
42447235,42437436,78.849
42447237,42442983,228.79199999999997
42447237,42437451,79.64699999999999
42447246,42428431,182.645
42447246,42440825,67.861
42447249,42447246,73.698
42447249,42428428,181.366
42447255,7132405547,138.918
42447255,2572245396,49.32500000000001
42447273,42447275,85.44399999999999
42447273,42425570,137.32
42447275,42447278,79.86500000000001
42447275,42447273,85.44399999999999
42447278,42447281,79.175
42447278,42447275,79.86500000000001
42447278,42435333,137.713
42447281,42447285,78.97800000000001
42447281,42447278,79.175
42447285,42437916,81.294
42447285,42447281,78.97800000000001
42447285,42435336,138.31099999999998
42447295,42447303,79.876
42447295,42432737,79.823
42447295,42435341,138.184
42447303,42443426,135.29399999999998
42447303,5838916777,72.132
42447303,42447295,79.876
42447317,42440104,39.816
42447317,42435755,140.387
42447317,42446778,79.886
42447317,42431210,79.97300000000001
42447323,42440112,133.07399999999998
42447323,42447326,79.596
42447323,42437188,86.319
42447326,4708064890,140.267
42447326,42447330,79.928
42447326,42447323,79.59599999999999
42447330,42440125,133.825
42447330,42429744,80.541
42447330,42447326,79.928
42447336,42445219,79.845
42447336,42432917,104.89500000000001
42447346,42438271,221.10000000000002
42447346,42456831,151.60100000000003
42447346,589927996,14.667
42447389,42444854,316.77299999999997
42447389,42447399,80.94800000000001
42447389,42432961,111.753
42447399,42442613,132.35
42447399,42447389,80.94800000000001
42447399,42438291,79.38799999999999
42447399,42427735,78.53
42447404,561035357,166.60199999999998
42447404,42433800,85.098
42447418,42428980,132.803
42447418,42454622,73.804
42447418,42455238,76.094
42447419,42456259,57.794
42447419,42427139,89.42999999999999
42447428,5804835269,4.437
42447428,42451593,76.795
42447435,1919595910,13.668
42447435,42451604,76.048
42448141,42446184,154.636
42448141,42438984,79.294
42448162,42452816,77.508
42448162,42436333,162.95999999999998
42448171,42448162,129.54600000000002
42448171,4143851142,34.604
42448203,42439389,80.845
42448216,596776074,17.386
42448216,42435504,80.632
42448238,42447126,155.129
42448238,42435514,80.81700000000001
42448254,42443032,228.093
42448254,42435518,80.714
42448257,1331391393,98.479
42448257,42428029,226.613
42448257,42439416,80.512
42448257,42435522,81.10300000000001
42448278,42435403,86.157
42448278,42456115,215.18300000000002
42448278,42424117,131.136
42448278,42448283,85.915
42448283,42448278,85.915
42448283,42439506,79.757
42448283,42449843,216.85000000000002
42448317,42447009,147.65900000000002
42448317,6177439750,81.093
42448326,371037281,91.594
42448326,42448329,215.642
42448326,6177439749,79.657
42448329,42454660,80.186
42448329,3551756586,66.509
42448329,42448326,215.642
42448329,42424672,79.59
42448338,596775907,16.487
42448338,42443613,78.813
42448379,4862610026,152.943
42448379,42443615,80.058
42448379,6680686184,80.45299999999999
42448390,42442959,230.509
42448390,42443618,78.213
42448406,42440566,39.286
42448430,42448440,154.16500000000002
42448430,42437755,80.067
42448440,4207806923,95.35400000000001
42448469,42459820,66.35
42448469,42448483,24.253999999999998
42448483,4158673495,48.484
42448506,2141026523,15.921
42448506,42431203,80.03799999999998
42448549,1919595928,14.954
42448549,4202908174,26.318
42448552,1919595925,15.344
42448552,5799117244,73.933
42448558,5799117240,15.14
42448558,42436788,71.449
42448558,1692433928,141.503
42448563,42436371,148.609
42448563,42455200,82.46
42448568,42442291,325.807
42448568,42448570,102.586
42448570,9609713318,18.026
42448570,9607729579,80.13299999999998
42448578,2824895141,74.571
42448578,42429840,76.88600000000001
42448583,42454795,140.012
42448583,6262915547,48.605000000000004
42448593,42456492,116.21000000000001
42448605,42436734,89.319
42448605,42448607,89.11900000000001
42448605,42427523,128.73
42448607,42427531,168.74900000000002
42448607,42448605,89.11900000000001
42448607,42448611,86.259
42448611,42427538,203.239
42448611,42442596,151.236
42448611,42438246,88.038
42448611,42448607,86.259
42448655,4205440426,141.163
42448655,42448661,79.18799999999999
42448655,42434259,84.705
42448661,42442628,132.16400000000002
42448661,42439210,79.183
42448661,42448655,79.18799999999999
42448674,42443582,85.298
42448674,42442638,163.185
42448693,4597668041,10.315
42448693,42436578,83.33200000000001
42448693,42446925,149.641
42448701,42436586,83.703
42448701,42440326,86.236
42448701,42442889,215.935
42448701,42446925,154.654
42448707,42448714,328.538
42448707,42442889,228.252
42448707,42436598,84.678
42448714,42451018,141.772
42448714,5137747688,30.313000000000002
42448714,42448707,328.53800000000007
42448726,42446070,154.558
42448726,42456575,78.037
42448729,42447149,145.641
42448729,42452812,80.64999999999999
42448735,42443048,215.316
42448735,42450037,80.27
42448745,8828140387,212.345
42448745,42452814,78.503
42448811,42446987,149.405
42448811,42438886,79.051
42448813,42442949,217.13099999999997
42448813,42438891,79.658
42448930,42427849,245.239
42448930,42431177,74.894
42448930,42443522,104.885
42448979,42446182,154.442
42448979,42436724,79.74499999999999
42448996,42453545,76.481
42448996,42430664,267.11899999999997
42449005,596776165,24.609
42449005,42453577,79.66600000000001
42449007,42447169,154.137
42449007,42443056,215.55599999999998
42449007,42450048,77.897
42449010,42443056,228.98499999999999
42449010,42445263,156.744
42449017,42430886,74.482
42449017,42445558,96.848
42449017,42443296,37.314
42449021,42442857,228.014
42449021,42430903,75.03099999999999
42449023,42449021,213.76500000000001
42449023,42430914,74.42
42449023,42434148,75.55600000000001
42449027,42430924,74.338
42449027,2324482224,75.734
42449029,42449027,227.41299999999998
42449029,42455181,75.666
42449029,42430938,75.67099999999999
42449038,42449029,229.281
42449038,42430942,75.5
42449038,42455412,75.418
42449045,42421877,157.594
42449045,42430861,74.94800000000001
42449067,42430857,76.278
42449067,42430247,309.115
42449076,42431814,136.849
42449076,42440940,72.44
42449089,42457426,82.944
42449089,42449098,137.002
42449098,42440946,75.431
42449127,42444028,85.913
42449127,42435885,67.94200000000001
42449139,2140997997,84.89699999999999
42449139,42444028,93.62400000000001
42449139,42435894,152.669
42449163,42449166,83.603
42449163,42446919,46.596
42449163,748726602,67.985
42449166,42449163,83.60300000000001
42449166,42439721,70.85300000000001
42449187,42433927,170.45100000000002
42449187,42435497,78.66300000000001
42449308,42446934,151.20600000000002
42449308,3786901738,78.82
42449314,42442910,215.46500000000003
42449314,42449928,78.21
42449333,42431490,442.298
42449333,42431490,81.32900000000001
42449341,42439286,74.917
42449341,42444909,270.418
42449413,42435392,237.167
42449413,42447196,142.74699999999999
42449422,42443078,215.993
42449422,42435396,236.228
42449427,42445426,158.778
42449550,42450434,80.636
42449550,42430722,272.255
42449570,42439583,120.483
42449570,42428436,80.112
42449576,42442269,159.74699999999999
42449576,42456197,76.484
42449580,42440545,80.60000000000001
42449580,42428460,81.216
42449582,42456206,76.188
42449582,42449580,79.17
42449589,42433292,128.70499999999998
42449589,42428473,81.152
42449593,42439432,78.407
42449593,42445773,77.627
42449597,42431611,73.69999999999999
42449597,2821304136,159.755
42449600,42429563,73.59700000000001
42449600,42449597,130.952
42449613,246858449,25.322
