u,v,length
42430805,42430803,46.370999999999995
42430805,42431802,123.566
42430805,42433822,32.419000000000004
42430811,42433264,86.215
42430811,4320028826,73.60900000000001
42430813,42452598,102.02499999999999
42430813,42430811,89.783
42430818,42433269,45.867
42430818,42430813,55.431999999999995
42430824,42432201,70.893
42430824,42430818,31.523
42430828,42432205,70.075
42430828,42432201,81.512
42430828,11062719791,16.541
42430848,42457311,37.324
42430848,42440280,47.02
42430857,42430861,163.23
42430857,42421877,74.706
42430861,42428480,226.52
42430861,42455026,76.015
42430872,42430886,125.68599999999999
42430872,42453104,77.047
42430886,3892037906,148.94299999999998
42430886,42449886,76.44200000000001
42430886,42449017,74.482
42430898,42430903,228.55700000000002
42430898,42442857,74.20599999999999
42430903,42430914,213.486
42430903,42454994,75.432
42430914,42449023,74.42
42430914,42454997,76.246
42430914,42430924,223.964
42430924,42430938,228.35699999999997
42430924,42455007,76.4
42430924,42449027,74.338
42430924,42430914,223.964
42430938,42430924,228.35699999999997
42430938,42421828,126.92099999999999
42430938,42455013,75.128
42430938,42449029,75.67099999999999
42430942,42449038,75.5
42430942,274342024,63.775
42430942,42421828,101.45
42430942,42446584,156.38000000000002
42430945,42444837,307.286
42430945,274342021,59.897
42430951,42427196,226.37100000000004
42430951,42427190,82.682
42430951,42444081,61.869
42430973,42423039,161.204
42430973,42452936,295.578
42430981,42454120,64.852
42430981,42430983,79.90100000000001
42430981,42421985,79.61399999999999
42430983,595245920,99.158
42430983,42457209,111.024
42430983,42430984,79.194
42430983,42430981,79.901
42430984,42442410,275.41299999999995
42430984,595245918,98.886
42430984,42430983,79.194
42430984,42430985,80.02000000000001
42430985,42430989,82.54
42430985,42430984,80.02
42430985,42442415,275.959
42430989,42438819,111.26399999999998
42430989,42431000,311.888
42430989,42430985,82.53999999999999
42431000,42442422,275.97299999999996
42431000,42438832,160.714
42431000,42431002,82.27399999999999
42431000,42430989,311.888
42431002,595245883,175.176
42431002,42431000,82.27399999999999
42431002,42431004,86.99799999999999
42431004,42428634,234.153
42431004,42431005,86.605
42431004,42424032,115.65599999999999
42431004,42431002,86.998
42431005,42432572,133.36
42431005,42431004,86.60499999999999
42431005,42431007,80.46900000000001
42431007,42428640,182.071
42431007,42431005,80.46900000000001
42431007,42431008,81.006
42431008,42441670,165.647
42431008,42431007,81.00600000000001
42431008,42431009,80.545
42431009,42428645,136.858
42431009,42431008,80.545
42431009,42431015,81.993
42431015,42438867,170.49599999999998
42431015,42428068,78.875
42431015,42431009,81.993
42431019,42422592,142.72199999999998
42431019,42428653,104.79500000000002
42431019,42421776,86.554
42431019,42428068,87.289
42431024,42441587,118.864
42431024,42421776,80.922
42431024,42431027,80.306
42431027,42428661,107.06599999999999
42431027,42431024,80.306
42431027,42431030,80.246
42431030,42437312,178.13199999999998
42431030,42421810,80.698
42431030,42431027,80.246
42431034,42421810,80.27499999999999
42431034,42441569,240.084
42431034,42431037,87.451
42431037,42428674,120.852
42431037,42431039,85.418
42431037,42441564,240.93099999999998
42431037,42431034,87.451
42431039,42431044,80.112
42431039,42431037,85.418
42431039,42434161,240.737
42431044,42428682,127.479
42431044,42431039,80.112
42431044,42422016,79.781
42431057,42428689,127.648
42431057,42422016,78.857
42431057,42431067,81.34299999999999
42431067,42431078,78.20599999999999
42431067,42431057,81.343
42431067,42441535,149.254
42431078,42431067,78.20599999999999
42431078,42431089,79.96300000000001
42431078,42428701,128.663
42431089,42431078,79.963
42431089,42431094,79.595
42431089,42441521,160.688
42431094,42428709,127.665
42431094,42431089,79.595
42431094,42431096,80.39
42431096,42431099,84.886
42431096,42428711,126.236
42431096,42431094,80.39
42431099,587812578,194.462
42431099,42431102,86.652
42431099,42428714,126.311
42431099,42431096,84.886
42431102,595314120,134.40699999999998
42431102,42431099,86.65200000000002
42431102,42431104,78.98500000000001
42431104,42428720,127.38
42431104,42431102,78.98500000000001
42431104,42431106,80.38900000000001
42431106,42441889,159.564
42431106,42431104,80.389
42431106,42431107,80.339
42431107,42428725,128.041
42431107,42431106,80.339
42431107,42431108,79.39099999999999
42431108,42441895,158.99
42431108,42431107,79.39099999999999
42431108,42431111,79.88499999999999
42431111,42428737,127.681
42431111,42431108,79.88499999999999
42431111,42431113,79.39399999999999
42431113,42441903,143.443
42431113,42431116,80.14900000000002
42431113,42431111,79.394
42431116,42428746,115.976
42431116,42431118,80.09100000000001
42431116,42431113,80.14900000000002
42431118,42437920,143.457
42431118,42431116,80.091
42431118,42421749,85.52099999999999
42431121,42421749,86.484
42431121,42432764,138.686
42431151,4557517555,80.47699999999999
42431154,42455357,101.92099999999999
42431154,42431151,150.377
42431154,42429412,81.753
42431156,42431154,96.921
42431156,593816275,164.642
42431165,42428458,111.371
42431165,42445534,75.503
42431168,42437618,86.696
42431168,42431165,178.81
42431177,42452485,77.809
42431177,42448930,74.894
42431180,42427852,84.97999999999999
42431186,6166969757,206.848
42431186,42435360,83.054
42431186,42435359,251.96800000000002
42431193,5004570644,22.343
42431193,5004570630,85.387
42431200,3099326117,13.399
42431200,42453216,79.59900000000002
42431201,2141026544,129.037
42431201,42433165,93.59400000000001
42431201,42433163,92.08
42431203,42431207,265.625
42431203,42437211,80.028
42431207,42431210,140.369
42431207,42435755,79.501
42431207,42435746,80.41499999999999
42431210,42437218,79.835
42431210,42447317,79.97300000000001
42431228,42431230,38.18
42431230,42431228,38.18
42431230,42453669,119.96499999999999
42431230,42431234,79.816
42431230,42458728,133.152
42431234,42431230,79.816
42431234,42429222,98.618
42431234,42453354,129.647
42431242,42437923,176.417
42431242,42437925,130.736
42431242,42427870,118.85
42431242,42429222,117.052
42431252,42446604,176.673
42431252,42427870,122.114
42431252,42431257,52.60099999999999
42431257,42446609,74.207
42431257,42440494,84.893
42431257,42431260,180.575
42431257,42431252,52.601
42431260,42440499,85.708
42431260,3718637426,81.081
42431260,42431257,180.57500000000002
42431273,42431275,110.869
42431273,42431531,35.417
42431275,42436384,49.748
42431293,42425232,142.596
42431293,42443263,548.7980000000001
42431447,42421993,81.183
42431447,42435316,79.396
42431452,4597668035,10.985
42431452,42437018,81.154
42431453,42434354,80.831
42431453,42434352,87.521
42431453,42431452,152.041
42431459,42449890,81.318
42431459,42440729,86.83000000000001
42431459,42431453,154.115
42431461,42431459,138.843
42431464,42440737,86.41300000000001
42431464,42431461,77.304
42431467,42431464,76.593
42431470,42431467,152.943
42431470,42439323,80.592
42431482,589100791,318.464
42431482,42437830,80.212
42431482,42440754,87.94399999999999
42431490,42430255,310.007
42431490,42440710,87.42099999999999
42431497,42429388,48.245
42431497,42429378,84.899
42431500,42429390,71.738
42431503,42431500,139.034
42431503,42436427,69.937
42431505,42431503,80.023
42431505,42436159,70.965
42431508,42431505,138.42600000000002
42431508,42454758,68.164
42431517,42436968,147.89200000000002
42431517,42431519,63.055
42431519,42431773,135.476
42431519,42430761,112.623
42431519,42431524,71.132
42431524,42431777,135.80499999999998
42431524,42430782,33.024
42431528,42430791,36.394000000000005
42431528,42431273,65.687
42431531,42431275,80.91199999999999
42431531,42431536,74.359
42431536,42431797,135.913
42431536,339044224,85.131
42431544,42443612,155.234
42431544,42440951,78.358
42431549,42440020,76.929
42431549,42430378,273.219
42431556,42435714,87.077
42431556,42428328,128.953
42431560,42440960,78.17500000000001
42431560,42431556,274.04600000000005
42431563,42431560,273.898
42431563,42455643,85.275
42431602,42443588,68.305
42431602,272195271,147.009
42431602,4878831008,69.96799999999999
42431611,42445356,65.43299999999999
42431611,42431614,129.445
42431611,272195271,160.817
42431614,42431617,165.478
42431614,42449600,73.946
42431614,42431611,129.445
42431617,42431614,165.478
42431617,42431626,180.05599999999998
42431617,5812723033,79.536
42431626,246858448,25.676
42431626,42453417,215.746
42431626,42431617,180.056
42431629,42431630,23.145
42431629,246858448,78.82
42431630,42431629,23.145
42431630,42446814,79.74000000000001
42431630,42445291,175.46199999999996
42431643,42434338,125.474
42431643,42432970,81.932
42431643,42432974,80.155
42431649,42431650,154.329
42431649,42429970,79.8
42431650,596775963,145.464
42431650,42445972,81.105
42431652,42431654,147.853
42431652,42455666,79.85000000000001
42431654,42431656,154.657
42431654,42429976,79.454
42431656,42431659,215.741
42431656,42449985,79.527
42431659,42431661,228.164
42431659,42429981,79.317
42431661,42427972,215.986
42431661,42455675,79.933
42431666,42432805,82.482
42431666,4515465265,144.29399999999998
42431671,42431674,154.30999999999997
42431671,42437423,79.493
42431674,42445994,79.249
42431674,596776017,146.03300000000002
42431677,42431678,147.679
42431677,42455694,79.31400000000001
42431678,42431680,154.67600000000002
42431678,42437433,79.19300000000001
42431680,42431681,216.239
42431680,42449991,79.378
42431681,42431684,229.937
42431681,42437445,80.07900000000001
42431684,42427991,214.18900000000002
42431684,42455695,79.501
42431773,42431519,135.476
42431773,42430205,69.739
42431773,42430187,70.185
42431777,42431773,71.107
42431785,42429701,40.132999999999996
42431789,42446902,151.061
42431789,42431785,33.774
42431797,42430803,86.50800000000001
42431797,5837088105,81.644
42431802,4841945995,9.621
42431802,42431797,57.613
42431804,42457728,136.732
42431804,4841945993,24.688
42431805,42436400,121.55600000000001
42431805,42431804,73.033
42431812,42457421,136.489
42431812,42431805,73.428
42431814,42436407,69.087
42431814,42431812,76.141
42431822,1692433907,68.015
42431868,42437536,133.341
42431868,42428529,152.124
42431875,42431868,86.482
42431875,42437536,177.12800000000001
42431877,42431875,21.198999999999998
42431877,11002109566,49.52100000000001
42431889,42431898,57.050000000000004
42431889,42444360,92.813
42431889,11002109566,11.81
42431898,42433834,67.08
42431898,42431902,134.435
42431898,42421960,253.81299999999996
42431898,42431889,57.05
42431902,42431898,134.435
42431902,370880739,70.585
42431990,4158807592,68.75699999999999
42431990,42435910,74.27199999999999
42431992,42431990,85.523
42431992,42437124,71.095
42431992,42437753,77.069
42432000,42427744,260.303
42432000,42437773,99.898
42432002,42434833,25.935
42432002,42432000,210.475
42432054,42429647,77.50899999999999
42432054,1918039896,140.39000000000001
42432057,42437109,137.14000000000001
42432060,7480301866,141.85
42432060,42432063,45.803000000000004
42432063,42432066,68.202
42432063,1919595914,140.715
42432066,42437096,137.991
42432066,42432068,74.07199999999999
42432068,9166033061,140.637
42432068,42437084,138.073
42432068,42432071,71.78399999999999
42432071,1919595924,140.281
42432071,42432073,76.289
42432073,42437078,138.14600000000002
42432073,42432075,76.84700000000001
42432075,1919595921,140.393
42432075,3670609093,74.948
42432078,42437067,137.285
42432078,42427352,77.815
42432082,1773082408,10.387
42432082,42437608,52.9
42432083,1918039877,141.148
42432083,42437113,137.906
42432085,42432184,97.609
42432085,42429754,100.32000000000001
42432085,42452067,108.55
42432091,42427337,80.826
42432094,42432091,150.561
42432094,42432095,76.887
42432094,7476387556,74.573
42432095,42432097,76.06099999999999
42432095,42447428,113.84299999999999
42432097,486867534,98.348
42432099,42432097,71.927
42432099,42452084,111.844
42432099,486867513,99.264
42432102,42440686,109.129
42432102,42432099,73.233
42432103,42432102,68.47
42432103,486867490,99.50500000000001
42432105,42432103,43.342
42432105,42429762,99.947
42432108,42437996,109.15899999999999
42432111,42429644,78.417
42432111,486867432,99.69099999999999
42432127,42439527,157.717
42432127,42430147,21.029
42432135,42436770,30.68
42432135,42432127,75.245
42432142,42436770,73.799
42432142,42442276,162.631
42432142,42452026,123.776
42432142,42432135,69.139
42432148,42433574,123.55199999999999
42432148,42432142,79.914
42432152,42442273,163.75099999999998
42432152,42432148,77.144
42432156,42449570,123.06299999999999
42432156,42432152,75.312
42432161,42442255,164.88299999999998
42432161,42428438,80.642
42432165,42432161,80.848
42432165,42445489,133.02800000000002
42432171,42427327,29.601999999999997
42432171,42439207,138.559
42432174,42432171,48.593
42432174,42430038,77.524
42432178,42432174,77.139
42432178,42432282,129.84
42432181,42432178,73.465
42432181,42430030,88.04499999999999
42432184,42432181,87.902
42432184,1773076513,54.394
42432184,42437589,116.157
42432191,42430237,46.586
42432191,42432194,73.91399999999999
42432191,42436856,60.778999999999996
42432194,42430241,109.80299999999998
42432194,42432199,77.42000000000002
42432194,42432191,73.914
42432199,42432201,74.01599999999999
42432199,42432194,77.42
42432199,42433269,105.46000000000001
42432201,42432199,74.01599999999999
42432201,42430828,81.512
42432205,42432208,60.076
42432205,42430828,70.075
42432208,42432205,60.076
42432208,42439073,107.15
42432208,42432211,57.17999999999999
42432211,42454742,155.00799999999998
42432211,42429378,74.912
42432211,42432208,57.18
42432214,42435596,47.329
42432218,42432220,71.676
42432218,42439730,30.299999999999997
42432220,42432223,100.02799999999999
42432220,42432218,71.676
42432220,42439362,104.241
42432223,2075592658,21.745
42432223,42432220,100.02799999999999
42432223,42442710,51.243
42432226,42432228,83.93199999999999
42432226,42455238,75.16499999999999
42432226,42455234,76.351
42432228,42433035,79.37700000000001
42432238,1773055865,110.679
42432238,42435435,67.39999999999999
42432241,42432238,54.043
42432244,42432241,77.335
42432244,42438034,71.97899999999998
42432246,42432244,146.86
42432246,42435451,76.47099999999999
42432246,42440804,72.637
42432250,42432246,129.181
42432250,42435456,77.189
42432282,42432250,142.235
42432282,42452056,72.34700000000001
42432302,42430034,84.599
42432302,42442230,72.62899999999999
42432305,42432302,163.719
42432305,42435477,76.747
42432308,1918039901,16.033
42432308,42435491,67.03599999999999
42432352,595703226,57.39099999999999
42432352,42432395,58.699
42432376,42432352,48.705
42432395,42432376,54.483999999999995
42432395,42456711,51.928000000000004
42432436,42432438,154.41700000000003
42432436,42446488,77.531
42432438,561042200,143.735
42432438,42445916,85.427
42432444,42432451,152.978
42432444,42446949,77.61
42432451,42432458,83.504
42432451,11337295608,83.285
42432458,42432464,132.244
42432458,42432451,83.504
42432464,42432458,132.24399999999997
42432464,42432540,171.47599999999997
42432464,42442935,78.108
42432540,593886226,20.824
42432540,593886253,62.36
42432540,42445804,170.814
42432556,42432558,273.714
42432556,42435283,81.361
42432556,42435275,85.869
42432558,42443336,86.937
42432558,42432564,270.38
42432564,42442445,80.578
42432564,1061531757,49.298
42432572,42424032,88.49300000000001
42432572,42441654,81.661
42432580,42430356,310.81100000000004
42432580,42443528,79.267
42432585,42428307,78.35900000000001
42432585,42439996,79.628
42432589,42432594,273.245
42432589,42435684,79.908
42432594,42432598,273.647
42432594,42443532,79.86
42432598,42430698,272.32800000000003
42432598,42440170,79.786
42432659,42432665,85.22999999999999
42432659,4207863943,86.03099999999999
42432659,2141026518,264.031
42432665,42432659,85.23
42432665,42432669,79.578
42432669,2141026495,264.695
42432669,42432665,79.578
42432679,42429507,74.16600000000001
42432679,42448578,71.235
42432693,42443556,79.845
42432693,42430344,310.583
42432700,42435675,79.69
42432700,42432703,273.74199999999996
42432703,42432706,273.84999999999997
42432703,42443561,79.637
42432706,42455761,80.461
42432706,42430685,271.875
42432720,42432722,73.201
42432722,42432720,73.201
42432722,42445046,80.214
42432736,42432737,137.839
42432736,42435341,80.116
42432736,42421728,86.27499999999999
42432737,42432744,135.385
42432737,42447295,79.823
42432737,42421731,85.96799999999999
42432744,42432756,270.95599999999996
42432744,42421737,86.012
42432756,1061531717,240.01500000000001
42432756,42442565,79.353
42432764,42441910,80.664
42432785,1764400302,12.031
42432785,1764400286,10.162
42432785,1764400288,56.967
42432789,42445635,209.695
42432789,1764400286,118.597
42432789,42427859,121.149
42432795,42437921,210.18099999999998
42432795,42427859,119.906
42432795,42429215,122.001
42432799,42441009,68.631
42432799,42440079,142.197
42432799,42432802,84.666
42432802,42441007,129.85299999999998
42432802,42432805,77.548
42432802,42432799,84.666
42432805,42432802,77.548
42432805,42431666,82.482
42432818,42432825,155.06699999999998
42432818,42431544,86.632
42432818,42430384,310.174
42432825,596775935,146.383
42432825,42445947,86.182
42432825,42432818,155.067
42432834,596775935,17.077
42432834,42456598,85.937
42432834,42432847,148.19400000000002
42432847,42432834,148.194
42432847,42432856,150.04600000000002
42432847,42443614,85.94500000000001
42432856,6680686985,11.738
42432856,8133385388,20.001
42432856,42432847,150.04600000000002
42432861,42423564,76.82000000000001
42432861,6680686985,206.951
42432861,42442960,85.054
42432871,42454660,85.707
42432871,42432875,39.353
42432871,2711029280,216.712
42432871,42440567,85.791
42432875,42432871,39.353
42432882,42429946,155.761
42432882,42454538,113.936
42432889,2141026506,15.785
42432889,7620445877,20.025
42432889,42446775,85.43799999999999
42432894,7620445877,97.232
42432894,42435766,205.829
42432894,42432897,92.58200000000001
42432897,42432900,94.174
42432897,42439851,107.29599999999999
42432897,42432894,92.582
42432900,42432897,94.174
42432900,42435775,111.069
42432900,42429735,92.598
42432905,42429735,93.67899999999999
42432905,6431058183,24.968
42432905,42435785,13.053
42432917,42435794,36.415000000000006
42432917,6431058183,69.203
42432917,42432926,93.60999999999999
42432926,7732243565,92.42500000000001
42432926,42432917,93.61
42432926,42438920,55.411
42432928,7732243565,8.227
42432928,42438920,79.791
42432929,42432931,85.59
42432929,7732243558,63.553999999999995
42432929,42440144,136.805
42432929,42435805,135.861
42432931,42432932,81.317
42432931,42432929,85.59
42432931,42440146,139.231
42432932,42432933,78.791
42432932,42432931,81.317
42432932,42427519,69.747
42432933,42435814,111.58
42432933,42432932,78.791
42432933,42432936,81.086
42432936,42432949,315.56100000000004
42432936,42432933,81.086
42432949,42432950,80.503
42432949,42432936,315.56100000000004
42432950,42435837,126.63299999999998
42432950,42432949,80.503
42432950,42439588,87.52199999999999
42432954,42439590,21.717
42432954,42432955,80.31400000000001
42432954,42439588,87.044
42432955,42432954,80.31400000000001
42432955,42432956,80.518
42432956,42435981,48.949
42432956,42432955,80.518
42432956,42432957,80.67
42432957,42432960,80.138
42432957,42432956,80.67
42432960,42432957,80.138
42432960,42433789,75.286
42432960,42432961,80.28999999999999
42432961,42447389,111.753
42432961,42432963,328.112
42432961,42432960,80.29000000000002
42432961,42439601,88.88799999999999
42432963,42434259,140.788
42432963,42434255,87.987
42432963,4205440426,84.879
42432963,42432961,328.11199999999997
42432967,42448661,140.873
42432967,42432970,79.287
42432967,4205440426,79.53899999999999
42432970,42427881,159.09799999999998
42432970,42432967,79.287
42432970,42431643,81.932
42432974,42427881,31.581000000000003
42432974,4205440429,81.41
42432974,42431643,80.155
42432980,42442645,189.505
42432980,2504882506,82.31700000000001
42432980,42432983,82.82
42432983,42432985,85.087
42432983,42432980,82.82000000000001
42432985,42432990,170.031
42432985,42442651,155.88299999999998
42432985,42439673,98.55000000000001
42432985,42432983,85.087
42432990,42456979,45.577
42432990,42442656,110.32100000000001
42432990,42432992,82.648
42432990,42432985,170.031
42432992,42439711,94.157
42432992,42432994,80.37599999999999
42432992,42432990,82.648
42432994,42438257,72.597
42432994,42432999,82.80799999999999
42432994,42432992,80.37599999999999
42432999,42433011,68.452
42432999,42446919,77.68799999999999
42432999,42432994,82.80799999999999
42433011,42442671,49.879999999999995
42433011,2075596386,78.22600000000001
42433014,2075596386,30.657
42433014,42442671,57.784
42433014,42442684,95.545
42433017,42433014,37.189
42433020,42433024,83.89500000000001
42433020,561035378,183.27399999999997
42433020,42433017,95.12499999999999
42433024,42442697,109.278
42433024,42433020,83.89500000000001
42433024,42433027,89.778
42433027,2499803009,16.482
42433027,2499803004,20.446
42433027,42433024,89.778
42433027,42437319,143.77800000000002
42433030,42455234,62.114999999999995
42433030,42432228,78.495
42433030,561035381,66.763
42433030,2499803009,101.34700000000001
42433035,561035382,20.404
42433035,7132814246,52.959
42433035,42455238,106.81400000000001
42433041,42454622,130.27700000000002
42433041,42433043,82.14999999999999
42433043,42428985,72.062
42433043,42428984,104.62900000000002
42433043,42433044,76.198
42433044,42455245,133.095
42433044,42433043,76.198
42433044,42429466,80.776
42433046,42454611,133.909
42433046,42433057,82.11500000000001
42433046,42429466,82.683
42433057,42446337,118.86300000000001
42433057,42433058,85.321
42433057,42433046,82.11500000000001
42433058,42436807,133.946
42433058,42433060,79.088
42433058,42433057,85.321
42433060,42449631,118.99700000000001
42433060,42433062,79.72399999999999
42433060,42433058,79.08800000000001
42433062,42452147,134.743
42433062,42433064,81.88199999999999
42433062,42433060,79.724
42433064,42449637,118.88999999999999
42433064,42428086,79.487
42433064,42433062,81.882
42433066,42444060,134.14000000000001
42433066,42433068,72.991
42433066,42428086,88.307
42433066,42444069,118.833
42433068,42433069,77.731
42433068,42433066,72.991
42433068,42449639,118.92
42433069,42438199,118.762
42433069,42438189,133.717
42433069,42433072,74.736
42433069,42433068,77.731
42433072,42455259,133.844
42433072,42433075,76.309
42433072,42433069,74.736
42433075,42433077,86.909
42433075,42433072,76.309
42433075,42449644,118.42599999999999
42433075,42454102,134.094
42433077,42445675,134.191
42433077,42433080,86.674
42433077,42433075,86.909
42433080,42436293,118.66000000000001
42433080,42433097,79.224
42433080,42433077,86.674
42433097,42455335,133.934
42433097,42433107,79.41799999999999
42433097,42433080,79.22399999999999
42433107,42449654,119.287
42433107,42433115,76.018
42433107,42433097,79.418
42433115,42433107,76.018
42433115,1762221470,81.401
42433115,42455337,133.894
42433138,42427769,53.672999999999995
42433138,42427773,113.154
42433138,42433151,24.868000000000002
42433151,42453586,40.938
42433151,42433138,24.868000000000002
42433151,42451932,81.25200000000001
42433161,2141026500,224.55
42433161,42433163,92.57000000000001
42433163,42431201,92.08
42433163,42433161,92.57000000000001
42433163,3099327974,81.898
42433165,42433173,93.33699999999999
42433165,42431201,93.59400000000001
42433165,3099326121,176.45899999999997
42433173,2141026546,33.643
42433173,1705982030,56.791
42433173,42433165,93.337
42433205,42433212,57.79599999999999
42433205,42433231,16.524
42433212,42433218,61.724
42433212,42452620,108.061
42433218,42433243,29.924
42433218,3350498747,106.18900000000001
42433229,42444271,118.246
42433229,42422283,101.18999999999998
42433231,42433229,81.43900000000001
42433231,5378284711,106.871
42433237,42433231,58.095
42433243,42433218,29.924
42433243,42433237,60.730000000000004
42433243,42438476,91.31400000000001
42433252,42442549,79.42
42433256,42431104,132.857
42433256,42441889,84.054
42433260,42433261,45.736
42433260,42433286,52.232
42433261,4679523598,122.14399999999999
42433261,42433286,37.601
42433264,42432194,121.46600000000001
42433264,42433261,72.834
42433269,42433264,73.97
42433269,42430813,33.192
42433272,42430824,18.573
42433275,42449076,135.60000000000002
42433275,42433272,76.665
42433278,42432205,57.82599999999999
42433278,42433275,71.661
42433281,42430235,145.989
42433281,1692433942,77.82300000000001
42433282,42433260,39.696
42433286,42433822,89.434
42433292,42428468,80.72
42433292,42449582,75.50999999999999
42433295,42433292,76.096
42433295,42456211,123.40299999999999
42433298,42433295,75.57
42433298,3584752508,141.014
42433298,42433356,66.12
42433302,42448430,213.911
42433302,4121409402,131.813
42433324,588455858,31.834
42433324,42437135,64.23
42433330,673008453,117.892
42433330,42440347,74.589
42433339,42442656,82.264
42433339,42442651,84.461
42433346,42433151,134.00300000000001
42433346,42451932,132.725
42433346,42427768,80.059
42433354,3584752508,56.523
42433354,42433356,147.52200000000002
42433356,42456303,51.739999999999995
42433356,42433354,147.522
42433377,3631837585,102.04100000000001
42433385,42449010,67.255
42433385,4779073677,79.481
42433421,42433422,63.456999999999994
42433422,42424145,1364.4589999999998
42433431,42424117,152.393
42433431,42424133,214.14
42433490,3631837584,132.073
42433513,42456101,312.004
42433513,42450468,212.391
42433537,42433539,231.352
42433537,588455742,67.866
42433537,42435910,75.922
42433539,42433537,231.35199999999998
42433539,42453691,63.262
42433539,42433542,52.964
42433542,42435920,77.76
42433542,42429636,60.474999999999994
42433542,42433543,82.138
42433542,42433539,52.964
42433543,42457821,18.535
42433543,42433542,82.138
42433545,42457821,23.045
42433545,5796726888,58.123
42433545,7480301986,192.25599999999997
42433550,42433551,129.502
42433550,7480301986,129.10399999999998
42433550,42435925,75.794
42433551,11038072541,185.10999999999999
42433551,42433553,156.27100000000002
42433551,42433550,129.502
42433553,588455700,76.38
42433553,42433554,52.326
42433553,42433551,156.27100000000002
42433554,42433553,52.326
42433554,4375208206,190.608
42433554,42435931,84.01
42433554,11038072465,83.588
42433564,42435308,80.737
42433564,42427915,85.70899999999999
42433565,42443280,83.434
42433565,42433564,273.54
42433567,42433565,271.68500000000006
42433567,42437305,79.86599999999999
42433569,42441587,80.34
42433569,42437312,88.27099999999999
42433569,42431027,141.179
42433573,42440829,80.007
42433573,42440825,52.816
42433574,42452040,76.517
42433574,42433573,148.36100000000002
42433577,42432148,163.54500000000002
42433577,42442273,76.182
42433578,42433577,160.493
42433578,42454423,80.016
42433581,1919595926,15.21
42433581,1692433924,141.361
42433581,42448558,80.35099999999998
42433587,42449817,78.633
42433587,42456205,77.01599999999999
42433604,42443950,78.435
42433604,42445910,154.586
42433611,42439960,77.33699999999999
42433611,42428268,141.088
42433620,42433611,273.738
42433620,42435654,79.21
42433625,42433620,274.0540000000001
42433625,4207913309,56.044000000000004
42433644,42433625,273.815
42433644,42423885,82.637
42433712,42433715,81.058
42433712,246901366,160.667
42433715,42429521,81.443
42433715,279152444,35.339
42433715,42433718,79.601
42433715,42433712,81.05799999999999
42433718,42437819,33.391
42433718,9802614802,79.842
42433718,42433715,79.601
42433743,2141026499,13.726
42433743,4016646214,241.16299999999998
42433779,3099327948,13.528
42433779,42440376,78.566
42433781,2141026520,15.397
42433781,42439897,78.447
42433785,42433781,266.201
42433785,42435860,78.72200000000001
42433785,42435858,79.61099999999999
42433789,42439601,78.77699999999999
42433789,42439599,79.42
42433789,42433785,133.087
42433797,42442613,78.86800000000001
42433797,42442609,78.99900000000001
42433800,42433797,134.797
42433800,42453757,86.37100000000001
42433811,42441951,79.359
42433811,42428917,188.189
42433821,42430233,130.218
42433821,42451987,29.224000000000004
42433822,42433821,80.493
42433822,42451987,70.94500000000001
42433822,42430803,41.272999999999996
42433834,42426747,59.268
42433834,42444360,67.67399999999999
42433834,42431898,67.08
42433927,42435497,184.1
42433927,7106818626,737.197
42434072,42434074,155.376
42434072,42432693,79.744
42434074,42445924,78.874
42434074,42434077,85.995
42434077,42443811,77.99900000000001
42434077,42443810,80.83000000000001
42434077,596775840,57.219
42434085,42444049,79.644
42434085,42434087,153.8
42434087,42449954,79.108
42434087,42434090,216.827
42434090,42434092,229.984
42434090,42442947,80.325
42434092,595105581,68.245
42434092,42455932,77.312
42434097,42438839,179.26900000000003
42434097,42438246,162.63600000000002
42434097,42434098,86.56700000000001
42434098,42438247,156.69
42434098,42435997,81.32000000000001
42434098,42434097,86.56700000000001
42434098,42434101,204.04399999999998
42434101,7732653969,60.18599999999999
42434101,2541754747,262.963
42434101,42434098,204.04399999999998
42434105,7732653970,267.769
42434105,42424679,56.066
42434105,10128931543,76.655
42434105,42429541,80.124
42434110,3099327931,14.291
42434110,42436001,79.06700000000001
42434111,42434113,265.632
42434111,42429536,78.859
42434113,42432949,113.594
42434113,42435837,79.155
42434113,42429538,79.663
42434117,42446203,304.09000000000003
42434117,42444452,85.56599999999999
42434122,42434117,154.84300000000002
42434122,42446177,79.54599999999999
42434129,42444457,85.66400000000002
42434129,589928028,140.736
42434131,42434129,153.96500000000003
42434131,42450089,78.19399999999999
42434134,42434131,217.74900000000002
42434134,42443116,85.21900000000001
42434135,42423189,197.415
42434135,371239962,86.375
42434140,42434142,216.31300000000002
42434140,42443296,36.64
42434140,42434196,77.80799999999999
42434142,4012724171,227.991
42434142,42434201,78.787
42434148,42434215,77.80199999999999
42434148,42449023,75.556
42434158,42434160,271.395
42434158,42443353,85.56700000000001
42434160,1061531637,131.372
42434160,42438045,79.544
42434161,42441564,85.435
42434161,42438052,79.92
42434165,42444485,79.474
42434166,42446086,85.79
42434166,42434165,154.622
42434168,596776167,17.448
42434168,42457660,85.648
42434169,42434168,147.5
42434169,42444495,79.863
42434172,42434169,153.54200000000003
42434172,42450044,85.827
42434175,42434172,217.29600000000002
42434175,42443052,79.08200000000001
42434179,42434175,228.386
42434179,4779073679,86.913
42434196,4015190382,74.39600000000002
42434196,42434140,77.80799999999999
42434197,42443799,74.08900000000001
42434197,42434196,52.92
